candidate_id,semantic_score,experience_score,skills_score,behavior_score,final_score
CAND_0008764,0.3121,1.0,0.3,0.0,0.366
CAND_0013186,0.3818,0.7,0.2,0.2,0.3659
CAND_0018745,0.3117,1.0,0.0,0.4,0.3659
CAND_0019900,0.2819,0.7,0.0,0.8,0.3659
CAND_0003049,0.2517,1.0,0.0,0.6,0.3659
CAND_0014574,0.2117,1.0,0.1,0.6,0.3659
CAND_0000633,0.3116,1.0,0.0,0.4,0.3658
CAND_0001955,0.3415,0.7,0.0,0.6,0.3658
CAND_0001501,0.2515,1.0,0.0,0.6,0.3657
CAND_0009747,0.3114,1.0,0.0,0.4,0.3657
CAND_0007017,0.2912,1.0,0.2,0.2,0.3656
CAND_0002637,0.3313,0.8,0.1,0.4,0.3656
CAND_0001498,0.2711,1.0,0.1,0.4,0.3656
CAND_0017691,0.3309,1.0,0.1,0.2,0.3655
CAND_0011009,0.3111,0.8,0.0,0.6,0.3655
CAND_0007876,0.311,1.0,0.0,0.4,0.3655
CAND_0002436,0.331,1.0,0.1,0.2,0.3655
CAND_0007397,0.3108,1.0,0.0,0.4,0.3654
CAND_0007896,0.3109,1.0,0.0,0.4,0.3654
CAND_0005627,0.3107,1.0,0.0,0.4,0.3653
CAND_0008723,0.2707,1.0,0.1,0.4,0.3653
CAND_0008465,0.2706,1.0,0.1,0.4,0.3653
CAND_0006839,0.3106,1.0,0.0,0.4,0.3653
CAND_0008062,0.2506,1.0,0.0,0.6,0.3653
CAND_0006521,0.3505,1.0,0.2,0.0,0.3653
CAND_0018877,0.2804,0.7,0.3,0.4,0.3652
CAND_0015577,0.3301,0.8,0.1,0.4,0.3651
CAND_0018066,0.2803,0.3,0.3,0.8,0.3651
CAND_0019753,0.3103,0.8,0.3,0.2,0.3651
CAND_0011747,0.3102,1.0,0.0,0.4,0.3651
CAND_0006998,0.33,1.0,0.1,0.2,0.365
CAND_0015766,0.33,1.0,0.1,0.2,0.365
CAND_0005393,0.3098,1.0,0.0,0.4,0.3649
CAND_0016350,0.3698,1.0,0.0,0.2,0.3649
CAND_0011994,0.2499,1.0,0.0,0.6,0.3649
CAND_0004135,0.3096,1.0,0.0,0.4,0.3648
CAND_0003287,0.3096,1.0,0.0,0.4,0.3648
CAND_0018123,0.2696,1.0,0.1,0.4,0.3648
CAND_0008679,0.3195,0.7,0.2,0.4,0.3647
CAND_0006063,0.2893,0.8,0.2,0.4,0.3647
CAND_0004477,0.3195,0.7,0.2,0.4,0.3647
CAND_0013103,0.3094,1.0,0.0,0.4,0.3647
CAND_0006985,0.3094,1.0,0.0,0.4,0.3647
CAND_0011827,0.2495,1.0,0.0,0.6,0.3647
CAND_0012528,0.2694,1.0,0.1,0.4,0.3647
CAND_0005887,0.3093,1.0,0.0,0.4,0.3646
CAND_0008034,0.3491,0.8,0.2,0.2,0.3646
CAND_0001380,0.3891,0.8,0.1,0.2,0.3646
CAND_0012078,0.3391,0.7,0.3,0.2,0.3646
CAND_0003706,0.3093,1.0,0.0,0.4,0.3646
CAND_0003575,0.3793,0.3,0.2,0.6,0.3646
CAND_0010848,0.349,0.8,0.2,0.2,0.3645
CAND_0010686,0.249,1.0,0.0,0.6,0.3645
CAND_0000384,0.3091,1.0,0.0,0.4,0.3645
CAND_0008937,0.319,0.7,0.2,0.4,0.3645
CAND_0005201,0.2891,1.0,0.2,0.2,0.3645
CAND_0018127,0.3089,1.0,0.3,0.0,0.3645
CAND_0013752,0.3088,1.0,0.0,0.4,0.3644
CAND_0015928,0.3288,1.0,0.1,0.2,0.3644
CAND_0002413,0.3087,1.0,0.0,0.4,0.3644
CAND_0015958,0.3087,1.0,0.0,0.4,0.3643
CAND_0007570,0.3087,0.8,0.0,0.6,0.3643
CAND_0010006,0.3084,1.0,0.0,0.4,0.3642
CAND_0017563,0.2484,1.0,0.0,0.6,0.3642
CAND_0014389,0.3283,1.0,0.1,0.2,0.3642
CAND_0017165,0.2681,1.0,0.1,0.4,0.3641
CAND_0005929,0.3282,1.0,0.1,0.2,0.3641
CAND_0010499,0.3083,1.0,0.0,0.4,0.3641
CAND_0006850,0.4781,0.3,0.1,0.4,0.364
CAND_0013862,0.308,1.0,0.0,0.4,0.364
CAND_0015195,0.288,0.8,0.2,0.4,0.364
CAND_0018839,0.2478,1.0,0.0,0.6,0.3639
CAND_0011229,0.3777,0.7,0.2,0.2,0.3639
CAND_0001842,0.3278,1.0,0.1,0.2,0.3639
CAND_0007987,0.3077,1.0,0.0,0.4,0.3638
CAND_0019382,0.3477,0.8,0.2,0.2,0.3638
CAND_0009801,0.3077,1.0,0.0,0.4,0.3638
CAND_0018437,0.2477,1.0,0.0,0.6,0.3638
CAND_0014806,0.3073,1.0,0.0,0.4,0.3637
CAND_0008038,0.3074,1.0,0.0,0.4,0.3637
CAND_0003704,0.3674,1.0,0.0,0.2,0.3637
CAND_0018439,0.3473,0.8,0.2,0.2,0.3637
CAND_0008575,0.3075,1.0,0.3,0.0,0.3637
CAND_0012148,0.3073,1.0,0.0,0.4,0.3636
CAND_0006071,0.3072,1.0,0.0,0.4,0.3636
CAND_0019096,0.307,1.0,0.0,0.4,0.3635
CAND_0012289,0.247,1.0,0.0,0.6,0.3635
CAND_0007654,0.2671,1.0,0.1,0.4,0.3635
CAND_0019910,0.3268,1.0,0.1,0.2,0.3634
CAND_0000654,0.3269,0.8,0.1,0.4,0.3634
CAND_0004064,0.2467,1.0,0.0,0.6,0.3634
CAND_0015009,0.2666,1.0,0.1,0.4,0.3633
CAND_0005488,0.3266,1.0,0.1,0.2,0.3633
CAND_0004236,0.3666,0.8,0.3,0.0,0.3633
CAND_0012646,0.3065,1.0,0.0,0.4,0.3632
CAND_0000223,0.2464,1.0,0.0,0.6,0.3632
CAND_0003954,0.3064,0.8,0.0,0.6,0.3632
CAND_0017462,0.3063,1.0,0.0,0.4,0.3631
CAND_0019491,0.3261,0.8,0.1,0.4,0.363
CAND_0014128,0.306,1.0,0.0,0.4,0.363
CAND_0017559,0.306,1.0,0.0,0.4,0.363
CAND_0002283,0.3057,1.0,0.0,0.4,0.3629
CAND_0006553,0.3256,1.0,0.1,0.2,0.3628
CAND_0013888,0.2756,0.7,0.0,0.8,0.3628
CAND_0019817,0.3055,1.0,0.0,0.4,0.3628
CAND_0018412,0.3257,1.0,0.1,0.2,0.3628
CAND_0002320,0.3357,0.7,0.0,0.6,0.3628
CAND_0002259,0.3255,0.8,0.1,0.4,0.3628
CAND_0019240,0.3057,1.0,0.3,0.0,0.3628
CAND_0005969,0.2457,1.0,0.0,0.6,0.3628
CAND_0006263,0.2457,1.0,0.0,0.6,0.3628
CAND_0018813,0.3056,1.0,0.0,0.4,0.3628
CAND_0016368,0.3055,1.0,0.0,0.4,0.3627
CAND_0014332,0.3054,1.0,0.0,0.4,0.3627
CAND_0016362,0.3053,1.0,0.0,0.4,0.3627
CAND_0003871,0.2653,1.0,0.1,0.4,0.3627
CAND_0019684,0.3351,0.3,0.3,0.6,0.3626
CAND_0009531,0.3053,1.0,0.3,0.0,0.3626
CAND_0002287,0.2651,1.0,0.1,0.4,0.3626
CAND_0014813,0.3052,1.0,0.0,0.4,0.3626
CAND_0012514,0.3351,0.7,0.3,0.2,0.3626
CAND_0010718,0.2451,1.0,0.0,0.6,0.3625
CAND_0002893,0.305,1.0,0.0,0.4,0.3625
CAND_0001449,0.335,0.7,0.0,0.6,0.3625
CAND_0012612,0.305,1.0,0.0,0.4,0.3625
CAND_0001009,0.2849,1.0,0.2,0.2,0.3625
CAND_0011478,0.335,0.7,0.3,0.2,0.3625
CAND_0003908,0.365,0.8,0.3,0.0,0.3625
CAND_0002394,0.305,1.0,0.0,0.4,0.3625
CAND_0015801,0.3748,0.7,0.2,0.2,0.3624
CAND_0005389,0.3647,0.8,0.0,0.4,0.3624
CAND_0002586,0.2649,0.8,0.1,0.6,0.3624
CAND_0017828,0.3248,1.0,0.1,0.2,0.3624
CAND_0011661,0.1845,1.0,0.0,0.8,0.3623
CAND_0007727,0.3046,1.0,0.0,0.4,0.3623
CAND_0005333,0.3046,0.8,0.0,0.6,0.3623
CAND_0018268,0.3047,0.8,0.3,0.2,0.3623
CAND_0017489,0.3444,1.0,0.2,0.0,0.3622
CAND_0017757,0.2443,1.0,0.0,0.6,0.3622
CAND_0008461,0.2443,1.0,0.0,0.6,0.3622
CAND_0002439,0.2642,1.0,0.1,0.4,0.3621
CAND_0006908,0.3639,1.0,0.0,0.2,0.362
CAND_0019358,0.2639,1.0,0.1,0.4,0.362
CAND_0006091,0.2641,1.0,0.1,0.4,0.362
CAND_0004855,0.2738,0.7,0.0,0.8,0.3619
CAND_0011303,0.2838,1.0,0.2,0.2,0.3619
CAND_0015649,0.2435,0.8,0.0,0.8,0.3618
CAND_0001951,0.3637,1.0,0.0,0.2,0.3618
CAND_0016444,0.2635,1.0,0.1,0.4,0.3618
CAND_0017837,0.3736,0.3,0.2,0.6,0.3618
CAND_0005755,0.3436,1.0,0.2,0.0,0.3618
CAND_0013469,0.3036,1.0,0.0,0.4,0.3618
CAND_0008089,0.3037,1.0,0.0,0.4,0.3618
CAND_0002944,0.3035,1.0,0.0,0.4,0.3617
CAND_0000718,0.3034,1.0,0.0,0.4,0.3617
CAND_0011344,0.2433,0.8,0.0,0.8,0.3617
CAND_0007867,0.3632,0.8,0.3,0.0,0.3616
CAND_0002077,0.303,1.0,0.3,0.0,0.3615
CAND_0009974,0.2631,1.0,0.1,0.4,0.3615
CAND_0009624,0.303,1.0,0.0,0.4,0.3615
CAND_0004980,0.3731,0.3,0.2,0.6,0.3615
CAND_0016747,0.2829,1.0,0.2,0.2,0.3614
CAND_0016964,0.3028,1.0,0.0,0.4,0.3614
CAND_0003232,0.2428,1.0,0.0,0.6,0.3614
CAND_0013499,0.3028,1.0,0.0,0.4,0.3614
CAND_0018052,0.2628,1.0,0.1,0.4,0.3614
CAND_0015235,0.3128,0.7,0.2,0.4,0.3614
CAND_0001091,0.3026,1.0,0.0,0.4,0.3613
CAND_0005138,0.3026,1.0,0.0,0.4,0.3613
CAND_0018735,0.3126,0.7,0.2,0.4,0.3613
CAND_0008725,0.2425,1.0,0.0,0.6,0.3613
CAND_0009818,0.3025,1.0,0.0,0.4,0.3613
CAND_0005558,0.3024,1.0,0.0,0.4,0.3612
CAND_0008224,0.3025,0.8,0.0,0.6,0.3612
CAND_0015214,0.2425,1.0,0.0,0.6,0.3612
CAND_0017704,0.3024,1.0,0.0,0.4,0.3612
CAND_0003730,0.2423,1.0,0.0,0.6,0.3612
CAND_0016197,0.3222,0.8,0.1,0.4,0.3611
CAND_0003029,0.3421,1.0,0.2,0.0,0.3611
CAND_0013708,0.2221,1.0,0.2,0.4,0.361
CAND_0013019,0.242,1.0,0.0,0.6,0.361
CAND_0019238,0.3019,1.0,0.0,0.4,0.361
CAND_0005139,0.3019,0.8,0.0,0.6,0.361
CAND_0009661,0.2421,1.0,0.0,0.6,0.361
CAND_0005960,0.2421,1.0,0.0,0.6,0.361
CAND_0017582,0.3019,1.0,0.0,0.4,0.361
CAND_0008926,0.3019,1.0,0.0,0.4,0.3609
CAND_0004397,0.3019,1.0,0.0,0.4,0.3609
CAND_0016894,0.3218,0.8,0.1,0.4,0.3609
CAND_0017492,0.3217,1.0,0.1,0.2,0.3609
CAND_0003645,0.3017,1.0,0.0,0.4,0.3608
CAND_0005820,0.3216,1.0,0.1,0.2,0.3608
CAND_0000046,0.3013,1.0,0.0,0.4,0.3607
CAND_0013256,0.3614,1.0,0.0,0.2,0.3607
CAND_0008287,0.3014,1.0,0.0,0.4,0.3607
CAND_0007241,0.3213,1.0,0.1,0.2,0.3607
CAND_0014544,0.3013,1.0,0.0,0.4,0.3607
CAND_0008685,0.3511,0.7,0.1,0.4,0.3606
CAND_0019249,0.2812,0.8,0.2,0.4,0.3606
CAND_0016660,0.3613,1.0,0.0,0.2,0.3606
CAND_0005365,0.3012,1.0,0.0,0.4,0.3606
CAND_0014417,0.3012,1.0,0.0,0.4,0.3606
CAND_0009685,0.301,1.0,0.0,0.4,0.3605
CAND_0014301,0.2609,1.0,0.1,0.4,0.3605
CAND_0015278,0.2611,1.0,0.1,0.4,0.3605
CAND_0000860,0.3009,1.0,0.0,0.4,0.3605
CAND_0019843,0.3009,1.0,0.0,0.4,0.3605
CAND_0019718,0.2411,1.0,0.0,0.6,0.3605
CAND_0015563,0.2608,1.0,0.1,0.4,0.3604
CAND_0012662,0.3008,1.0,0.0,0.4,0.3604
CAND_0012798,0.3608,1.0,0.0,0.2,0.3604
CAND_0018414,0.3008,1.0,0.0,0.4,0.3604
CAND_0002342,0.2609,1.0,0.1,0.4,0.3604
CAND_0013813,0.2607,1.0,0.1,0.4,0.3603
CAND_0005972,0.2805,1.0,0.2,0.2,0.3603
CAND_0012710,0.2606,1.0,0.1,0.4,0.3603
CAND_0008980,0.3005,0.8,0.0,0.6,0.3603
CAND_0014331,0.2404,1.0,0.0,0.6,0.3602
CAND_0007745,0.2404,1.0,0.0,0.6,0.3602
CAND_0005479,0.2404,1.0,0.0,0.6,0.3602
CAND_0004207,0.3104,0.7,0.2,0.4,0.3602
CAND_0016929,0.3005,1.0,0.0,0.4,0.3602
CAND_0002068,0.2602,1.0,0.1,0.4,0.3601
CAND_0017434,0.3003,1.0,0.0,0.4,0.3601
CAND_0016068,0.2402,1.0,0.0,0.6,0.3601
CAND_0013618,0.35,0.7,0.1,0.4,0.36
CAND_0012732,0.2999,1.0,0.0,0.4,0.36
CAND_0010144,0.3,1.0,0.0,0.4,0.36
CAND_0018456,0.24,1.0,0.0,0.6,0.36
CAND_0015101,0.2599,1.0,0.1,0.4,0.36
CAND_0009638,0.3399,0.8,0.2,0.2,0.36
CAND_0004299,0.29,0.7,0.1,0.6,0.36
CAND_0017043,0.32,1.0,0.1,0.2,0.36
CAND_0008279,0.2997,0.8,0.0,0.6,0.3599
CAND_0001297,0.2996,1.0,0.0,0.4,0.3598
CAND_0001940,0.3195,0.8,0.1,0.4,0.3598
CAND_0005422,0.3196,1.0,0.1,0.2,0.3598
CAND_0012502,0.3295,0.7,0.3,0.2,0.3598
CAND_0001852,0.2995,1.0,0.0,0.4,0.3598
CAND_0000459,0.2996,1.0,0.0,0.4,0.3598
CAND_0011208,0.3794,1.0,0.1,0.0,0.3597
CAND_0015078,0.4193,1.0,0.0,0.0,0.3597
CAND_0003206,0.2995,1.0,0.0,0.4,0.3597
CAND_0016393,0.2593,1.0,0.1,0.4,0.3597
CAND_0016303,0.3294,0.7,0.3,0.2,0.3597
CAND_0008887,0.3592,1.0,0.0,0.2,0.3596
CAND_0006891,0.2992,1.0,0.0,0.4,0.3596
CAND_0003324,0.3693,0.7,0.2,0.2,0.3596
CAND_0008391,0.3591,1.0,0.0,0.2,0.3596
CAND_0012455,0.2993,1.0,0.0,0.4,0.3596
CAND_0004713,0.2591,1.0,0.1,0.4,0.3596
CAND_0006246,0.3489,0.7,0.1,0.4,0.3595
CAND_0014472,0.299,1.0,0.0,0.4,0.3595
CAND_0017252,0.2588,1.0,0.1,0.4,0.3594
CAND_0007012,0.2989,1.0,0.0,0.4,0.3594
CAND_0008433,0.2689,0.7,0.0,0.8,0.3594
CAND_0001262,0.2589,1.0,0.1,0.4,0.3594
CAND_0012610,0.2786,1.0,0.2,0.2,0.3593
CAND_0016450,0.3386,0.8,0.2,0.2,0.3593
CAND_0011434,0.2986,1.0,0.0,0.4,0.3593
CAND_0000803,0.3386,1.0,0.2,0.0,0.3593
CAND_0017235,0.2587,1.0,0.1,0.4,0.3593
CAND_0007861,0.3584,1.0,0.0,0.2,0.3592
CAND_0012575,0.3883,0.7,0.0,0.4,0.3591
CAND_0018679,0.2581,1.0,0.1,0.4,0.3591
CAND_0018023,0.298,1.0,0.0,0.4,0.359
CAND_0011018,0.2579,1.0,0.1,0.4,0.359
CAND_0002935,0.2581,1.0,0.1,0.4,0.359
CAND_0004034,0.2979,1.0,0.0,0.4,0.359
CAND_0015512,0.2578,1.0,0.1,0.4,0.3589
CAND_0017459,0.2577,1.0,0.1,0.4,0.3589
CAND_0014875,0.3578,1.0,0.0,0.2,0.3589
CAND_0002713,0.3177,1.0,0.1,0.2,0.3589
CAND_0013982,0.2778,1.0,0.2,0.2,0.3589
CAND_0001640,0.2976,1.0,0.0,0.4,0.3588
CAND_0010183,0.2976,1.0,0.0,0.4,0.3588
CAND_0019785,0.4075,0.7,0.1,0.2,0.3588
CAND_0003510,0.3276,0.7,0.3,0.2,0.3588
CAND_0008298,0.2973,1.0,0.0,0.4,0.3587
CAND_0006430,0.3575,1.0,0.0,0.2,0.3587
CAND_0006676,0.2974,1.0,0.0,0.4,0.3587
CAND_0004678,0.3074,0.7,0.2,0.4,0.3587
CAND_0000198,0.2972,1.0,0.0,0.4,0.3586
CAND_0003608,0.2572,1.0,0.1,0.4,0.3586
CAND_0002914,0.2369,1.0,0.0,0.6,0.3585
CAND_0008820,0.2969,1.0,0.0,0.4,0.3585
CAND_0017358,0.2967,0.8,0.0,0.6,0.3584
CAND_0007823,0.2567,1.0,0.1,0.4,0.3584
CAND_0013072,0.2966,1.0,0.3,0.0,0.3583
CAND_0017947,0.2566,1.0,0.1,0.4,0.3583
CAND_0011168,0.3666,0.3,0.2,0.6,0.3583
CAND_0015239,0.3766,0.8,0.1,0.2,0.3583
CAND_0006854,0.2964,1.0,0.0,0.4,0.3582
CAND_0002936,0.2964,1.0,0.0,0.4,0.3582
CAND_0003829,0.3161,1.0,0.1,0.2,0.3581
CAND_0001001,0.3561,1.0,0.0,0.2,0.3581
CAND_0011556,0.2362,1.0,0.0,0.6,0.3581
CAND_0006939,0.2963,1.0,0.0,0.4,0.3581
CAND_0017875,0.2559,1.0,0.1,0.4,0.358
CAND_0008623,0.366,0.7,0.2,0.2,0.358
CAND_0017577,0.2558,1.0,0.1,0.4,0.3579
CAND_0001768,0.3557,1.0,0.0,0.2,0.3579
CAND_0004248,0.3558,1.0,0.0,0.2,0.3579
CAND_0010448,0.2957,1.0,0.0,0.4,0.3579
CAND_0002376,0.2357,1.0,0.0,0.6,0.3579
CAND_0000083,0.3359,1.0,0.2,0.0,0.3579
CAND_0004677,0.2959,1.0,0.0,0.4,0.3579
CAND_0002022,0.2357,1.0,0.0,0.6,0.3579
CAND_0015260,0.2958,1.0,0.0,0.4,0.3579
CAND_0001600,0.3559,1.0,0.0,0.2,0.3579
CAND_0011755,0.2957,1.0,0.0,0.4,0.3579
CAND_0007342,0.2955,1.0,0.0,0.4,0.3578
CAND_0001122,0.2957,0.8,0.0,0.6,0.3578
CAND_0003879,0.2955,1.0,0.0,0.4,0.3578
CAND_0000136,0.2557,1.0,0.1,0.4,0.3578
CAND_0018339,0.2954,0.8,0.0,0.6,0.3577
CAND_0019210,0.3955,0.8,0.2,0.0,0.3577
CAND_0001290,0.3255,0.7,0.0,0.6,0.3577
CAND_0003823,0.2354,1.0,0.0,0.6,0.3577
CAND_0001994,0.2353,1.0,0.0,0.6,0.3577
CAND_0017409,0.2952,1.0,0.0,0.4,0.3576
CAND_0016038,0.2352,1.0,0.0,0.6,0.3576
CAND_0002631,0.2952,1.0,0.3,0.0,0.3576
CAND_0002590,0.2753,1.0,0.2,0.2,0.3576
CAND_0011293,0.3553,1.0,0.0,0.2,0.3576
CAND_0005882,0.2952,1.0,0.0,0.4,0.3576
CAND_0009364,0.2952,1.0,0.0,0.4,0.3576
CAND_0013908,0.2953,1.0,0.0,0.4,0.3576
CAND_0009048,0.3649,0.7,0.2,0.2,0.3575
CAND_0000343,0.2551,1.0,0.1,0.4,0.3575
CAND_0014052,0.255,1.0,0.1,0.4,0.3575
CAND_0018467,0.2349,1.0,0.0,0.6,0.3575
CAND_0011130,0.295,1.0,0.0,0.4,0.3575
CAND_0003647,0.235,1.0,0.0,0.6,0.3575
CAND_0005335,0.295,1.0,0.0,0.4,0.3575
CAND_0000605,0.295,1.0,0.0,0.4,0.3575
CAND_0013012,0.2947,1.0,0.0,0.4,0.3574
CAND_0007594,0.2947,1.0,0.0,0.4,0.3574
CAND_0008182,0.2947,1.0,0.0,0.4,0.3574
CAND_0011817,0.2948,1.0,0.0,0.4,0.3574
CAND_0009233,0.2948,1.0,0.0,0.4,0.3574
CAND_0009617,0.3548,1.0,0.0,0.2,0.3574
CAND_0002374,0.3546,1.0,0.0,0.2,0.3573
CAND_0017334,0.2547,1.0,0.1,0.4,0.3573
CAND_0000210,0.3545,1.0,0.0,0.2,0.3573
CAND_0009979,0.3546,1.0,0.0,0.2,0.3573
CAND_0006591,0.2946,1.0,0.0,0.4,0.3573
CAND_0009276,0.2946,1.0,0.0,0.4,0.3573
CAND_0017491,0.2944,1.0,0.0,0.4,0.3572
CAND_0013146,0.2345,1.0,0.0,0.6,0.3572
CAND_0015480,0.2944,1.0,0.0,0.4,0.3572
CAND_0005386,0.2945,1.0,0.0,0.4,0.3572
CAND_0010439,0.3344,1.0,0.2,0.0,0.3572
CAND_0018399,0.3542,1.0,0.0,0.2,0.3571
CAND_0015324,0.294,1.0,0.0,0.4,0.357
CAND_0013338,0.294,1.0,0.0,0.4,0.357
CAND_0012220,0.1939,1.0,0.1,0.6,0.357
CAND_0003912,0.254,1.0,0.1,0.4,0.357
CAND_0011870,0.2339,1.0,0.0,0.6,0.357
CAND_0007443,0.2337,0.8,0.0,0.8,0.3569
CAND_0007194,0.2338,1.0,0.0,0.6,0.3569
CAND_0005294,0.2938,1.0,0.0,0.4,0.3569
CAND_0006667,0.3237,0.7,0.0,0.6,0.3569
CAND_0010207,0.3136,1.0,0.1,0.2,0.3568
CAND_0011136,0.2936,1.0,0.0,0.4,0.3568
CAND_0014170,0.2936,1.0,0.0,0.4,0.3568
CAND_0009643,0.2336,1.0,0.0,0.6,0.3568
CAND_0010705,0.2534,1.0,0.1,0.4,0.3567
CAND_0015110,0.3233,0.7,0.0,0.6,0.3567
CAND_0004284,0.2334,1.0,0.0,0.6,0.3567
CAND_0005772,0.3533,1.0,0.0,0.2,0.3567
CAND_0010785,0.2932,1.0,0.0,0.4,0.3566
CAND_0005195,0.2933,1.0,0.0,0.4,0.3566
CAND_0004769,0.2931,0.8,0.0,0.6,0.3566
CAND_0014205,0.3231,0.7,0.3,0.2,0.3566
CAND_0000903,0.2329,1.0,0.0,0.6,0.3565
CAND_0007508,0.2531,1.0,0.1,0.4,0.3565
CAND_0008883,0.313,1.0,0.1,0.2,0.3565
CAND_0013434,0.293,0.8,0.0,0.6,0.3565
CAND_0003529,0.3128,1.0,0.1,0.2,0.3564
CAND_0018153,0.3228,0.7,0.3,0.2,0.3564
CAND_0008112,0.2928,1.0,0.0,0.4,0.3564
CAND_0000578,0.3127,1.0,0.1,0.2,0.3563
CAND_0007928,0.2325,1.0,0.0,0.6,0.3563
CAND_0019475,0.3625,0.7,0.2,0.2,0.3562
CAND_0010542,0.2925,0.8,0.0,0.6,0.3562
CAND_0001023,0.2925,1.0,0.0,0.4,0.3562
CAND_0013163,0.3225,0.3,0.3,0.6,0.3562
CAND_0002265,0.3223,0.7,0.0,0.6,0.3562
CAND_0014783,0.3123,0.8,0.1,0.4,0.3561
CAND_0011409,0.2522,1.0,0.1,0.4,0.3561
CAND_0005732,0.2923,1.0,0.0,0.4,0.3561
CAND_0014737,0.2319,1.0,0.0,0.6,0.356
CAND_0004502,0.2519,1.0,0.1,0.4,0.356
CAND_0011441,0.352,1.0,0.0,0.2,0.356
CAND_0017842,0.2318,1.0,0.0,0.6,0.3559
CAND_0017497,0.2919,1.0,0.0,0.4,0.3559
CAND_0016943,0.3817,0.7,0.0,0.4,0.3559
CAND_0017916,0.3119,1.0,0.1,0.2,0.3559
CAND_0017949,0.2918,1.0,0.0,0.4,0.3559
CAND_0012584,0.3419,0.7,0.1,0.4,0.3559
CAND_0008882,0.2918,0.8,0.0,0.6,0.3559
CAND_0013896,0.2918,1.0,0.0,0.4,0.3559
CAND_0016652,0.2915,1.0,0.0,0.4,0.3558
CAND_0017961,0.3116,1.0,0.1,0.2,0.3558
CAND_0019820,0.2916,1.0,0.0,0.4,0.3558
CAND_0007558,0.2916,1.0,0.0,0.4,0.3558
CAND_0015165,0.2915,1.0,0.0,0.4,0.3557
CAND_0007998,0.2613,0.7,0.0,0.8,0.3557
CAND_0003480,0.2915,1.0,0.0,0.4,0.3557
CAND_0005461,0.2514,1.0,0.1,0.4,0.3557
CAND_0014077,0.2915,1.0,0.0,0.4,0.3557
CAND_0011059,0.2912,1.0,0.0,0.4,0.3556
CAND_0014920,0.3312,1.0,0.2,0.0,0.3556
CAND_0006219,0.3312,1.0,0.2,0.0,0.3556
CAND_0004943,0.2711,1.0,0.2,0.2,0.3556
CAND_0017279,0.3111,1.0,0.1,0.2,0.3556
CAND_0010497,0.3313,1.0,0.2,0.0,0.3556
CAND_0010110,0.2312,1.0,0.0,0.6,0.3556
CAND_0018620,0.2911,1.0,0.0,0.4,0.3556
CAND_0010139,0.2309,1.0,0.0,0.6,0.3555
CAND_0014435,0.3511,1.0,0.0,0.2,0.3555
CAND_0000014,0.311,1.0,0.1,0.2,0.3555
CAND_0004751,0.2308,1.0,0.0,0.6,0.3554
CAND_0002578,0.2908,1.0,0.0,0.4,0.3554
CAND_0016226,0.3108,0.8,0.1,0.4,0.3554
CAND_0016695,0.3508,1.0,0.0,0.2,0.3554
CAND_0017808,0.2908,1.0,0.0,0.4,0.3554
CAND_0014743,0.3408,0.3,0.1,0.8,0.3554
CAND_0011028,0.2905,1.0,0.0,0.4,0.3553
CAND_0004065,0.2506,1.0,0.1,0.4,0.3553
CAND_0013152,0.2905,1.0,0.0,0.4,0.3553
CAND_0005001,0.2906,1.0,0.0,0.4,0.3553
CAND_0010021,0.2906,1.0,0.0,0.4,0.3553
CAND_0008072,0.2303,1.0,0.0,0.6,0.3552
CAND_0014890,0.2904,1.0,0.0,0.4,0.3552
CAND_0005037,0.3104,1.0,0.1,0.2,0.3552
CAND_0012799,0.3603,0.7,0.2,0.2,0.3552
CAND_0017827,0.3504,1.0,0.0,0.2,0.3552
CAND_0013309,0.3302,1.0,0.2,0.0,0.3551
CAND_0002986,0.3102,0.8,0.1,0.4,0.3551
CAND_0005143,0.2903,1.0,0.0,0.4,0.3551
CAND_0017788,0.2902,1.0,0.0,0.4,0.3551
CAND_0000522,0.32,0.7,0.0,0.6,0.355
CAND_0016550,0.3298,0.8,0.2,0.2,0.3549
CAND_0015784,0.3098,1.0,0.1,0.2,0.3549
CAND_0019501,0.2899,0.8,0.0,0.6,0.3549
CAND_0004995,0.3497,1.0,0.0,0.2,0.3548
CAND_0000117,0.3095,1.0,0.1,0.2,0.3548
CAND_0007398,0.2293,1.0,0.0,0.6,0.3547
CAND_0010179,0.2093,1.0,0.2,0.4,0.3547
CAND_0006592,0.2894,1.0,0.0,0.4,0.3547
CAND_0019203,0.2894,0.8,0.0,0.6,0.3547
CAND_0018318,0.2295,1.0,0.0,0.6,0.3547
CAND_0014177,0.2493,1.0,0.1,0.4,0.3546
CAND_0017031,0.2892,0.8,0.0,0.6,0.3546
CAND_0006781,0.2892,1.0,0.0,0.4,0.3546
CAND_0002570,0.2892,1.0,0.0,0.4,0.3546
CAND_0002328,0.2891,1.0,0.0,0.4,0.3546
CAND_0000458,0.2893,1.0,0.0,0.4,0.3546
CAND_0009482,0.2893,1.0,0.0,0.4,0.3546
CAND_0016825,0.2893,1.0,0.0,0.4,0.3546
CAND_0000915,0.3592,0.7,0.2,0.2,0.3546
CAND_0006130,0.3789,0.3,0.3,0.4,0.3545
CAND_0008059,0.2889,1.0,0.0,0.4,0.3545
CAND_0003319,0.289,1.0,0.0,0.4,0.3545
CAND_0013138,0.3091,1.0,0.1,0.2,0.3545
CAND_0008196,0.2891,1.0,0.0,0.4,0.3545
